0.0774085	2.15674
0.0704323	2.06601
0.0772851	2.15432
0.0691812	2.07344
0.0896763	2.45997
0.0690329	2.07594
0.0821379	2.26133
0.0680517	2.12735
0.0743577	2.61226
0.0741021	2.09925
0.0741438	2.09986
0.0757358	2.12555
0.0739593	2.09719
0.0683044	2.10126
0.0685088	2.09075
0.0884675	2.42628
0.0680462	2.17777
0.070784	2.41868
0.0765897	2.14101
0.0800544	2.21274
0.0778855	2.16629
0.0847756	2.32735
0.0834479	2.29356
0.075755	2.12589
0.0711177	2.06797
0.0905445	2.48449
0.0733332	2.0887
0.0836939	2.29974
0.0844782	2.31969
0.0681487	2.11386
0.0894137	2.45261
0.0846863	2.32505
0.0817242	2.25141
0.0738849	2.09613
0.0857106	2.35176
0.0736295	2.0926
0.068856	2.27982
0.0731079	2.08587
0.0807222	2.22793
0.0706046	2.06621
0.0805951	2.22501
0.0680416	2.17647
0.0887595	2.43437
0.0868495	2.38212
0.0826103	2.27282
0.0778532	2.16564
0.0734762	2.56833
0.0715281	2.07039
0.0719508	2.07368
0.071872	2.07301
0.0901179	2.47241
0.086066	2.36117
0.0892202	2.4472
0.0887002	2.43272
0.0706358	2.06627
0.0745233	2.10557
0.0693695	2.32224
0.0706881	2.06639
0.0703005	2.066
0.0815217	2.2466
0.0763173	2.13596
0.0720727	2.07475
0.0835807	2.29689
0.0820556	2.25935
0.0805292	2.2235
0.08986	2.46514
0.0699474	2.06672
0.0866598	2.37702
0.0713113	2.06901
0.07575	2.1258
0.0702249	2.06606
0.0745278	2.62053
0.0681467	2.19879
0.0849077	2.33077
0.084479	3.03541
0.0682342	2.10619
0.0825826	2.27214
0.0795136	2.20072
0.0861657	3.09699
0.0898942	2.4661
0.0683388	2.09915
0.0783173	2.17515
0.0708799	2.06696
0.067995	2.15015
0.0689836	2.0769
0.088136	2.41714
0.0805319	2.22356
0.089016	2.4415
0.0809989	2.23433
0.0716925	2.07158
0.0703027	2.066
0.0740027	2.09781
0.0756251	2.12363
0.0898874	2.46591
0.0825256	2.27075
0.07546	2.12079
0.0831742	2.28673
0.0885052	2.42732
0.0760886	2.13181
0.0745923	2.10664
0.088734	2.43366
0.0740212	2.09808
0.0859281	3.08842
0.087192	2.39137
0.0706991	2.06641
0.0717655	2.4767
0.0763095	2.13582
0.0770158	2.73542
0.0709242	2.06712
0.0819032	2.93756
0.0900915	2.47167
0.070463	2.06603
0.0726089	2.0801
0.0794736	2.19985
0.0786705	2.18255
0.0680093	2.13882
0.0741678	2.60295
0.0844631	2.3193
0.0874593	2.39863
0.0812852	2.91331
0.0802647	2.87252
0.0755989	2.12317
0.080207	2.21617
0.0748295	2.11037
0.0715482	2.07053
0.086925	2.38415
0.0694865	2.33112
0.0774813	2.15818
0.0757528	2.67841
0.0697087	2.34741
0.0902463	2.47604
0.0889028	2.43835
0.0714212	2.45691
0.0753509	2.65973
0.0700365	2.06643
0.0680786	2.1227
0.0737591	2.09438
0.0851302	2.33655
0.074092	2.0991
0.0836691	2.29911
0.0679985	2.14505
0.0685955	2.08739
0.0725921	2.07992
0.0768814	2.14651
0.069053	2.07557
0.0822495	2.26403
0.0791351	2.19248
0.086484	2.37231
0.0779675	2.16796
0.0711646	2.0682
0.0709683	2.0673
0.0902605	2.47644
0.0749673	2.64163
0.0843205	2.31565
0.0801794	2.86907
0.0686177	2.08661
0.0816117	2.24874
0.0893723	2.45145
0.072398	2.07788
0.0690616	2.2976
0.0721083	2.07508
0.09023	2.47558
0.0696142	2.0686
0.0885433	2.42838
0.0851837	2.33795
0.0800126	2.2118
0.0862817	2.36691
0.0796586	2.20392
0.08298	2.97907
0.0688945	2.07881
0.0687784	2.08169
0.0681521	2.19971
0.0900911	2.47166
0.0819975	2.25795
0.0825499	2.27134
0.0729216	2.08363
0.0847774	2.3274
0.0754208	2.12012
0.0796866	2.20454
0.0888386	2.43656
0.0681507	2.11365
0.0839384	2.30592
0.0733262	2.56067
0.0726823	2.52701
0.0820008	2.94136
0.0864981	2.37268
0.0748406	2.11055
0.0705867	2.06618
0.0793255	2.19661
0.0852568	2.33986
0.0801842	2.21566
0.0897888	2.46313
0.0903109	2.47787
0.0711956	2.44363
0.0776752	2.16205
0.0904861	2.48283
0.0752207	2.11676
0.0698848	2.06697
0.0742601	2.10158
0.0762691	2.70202
0.0795091	2.20063
0.0686752	2.08471
0.0687814	2.27302
0.0709271	2.06713
0.0709504	2.06722
0.0820234	2.25858
0.0878429	2.4091
0.0680096	2.13871
0.0801154	2.21411
0.0684173	2.23579
0.0893356	2.45042
0.0861093	2.36232
0.089319	2.44996
0.0817975	2.25316
0.073712	2.09373
0.0751223	2.11513
0.0866462	2.37665
0.086357	2.36891
0.0684625	2.24091
0.0763377	2.13634
0.0708339	2.0668
0.0879854	2.41301
0.0683279	2.22501
0.0692089	2.07302
0.0761761	2.13339
0.079975	2.21096
0.0723013	2.07692
0.0838304	2.30318
0.0885246	2.42786
0.0808848	2.23168
0.086558	2.37429
0.068162	2.20136
0.0769369	2.14757
0.068631	2.08615
0.067995	2.1505
0.0769592	2.148
0.0685563	2.08885
0.0789247	2.18796
0.0804944	2.88179
0.0695574	2.06906
0.0761216	2.1324
0.0899035	2.46636
0.0786285	2.80499
0.0771487	2.15166
0.0743062	2.10227
0.0793951	2.19813
0.0869879	2.38585
0.0897586	2.46229
0.0892293	2.44745
0.0841706	2.31182
0.0831108	2.28515
0.0811617	2.23813
0.0680465	2.17786
0.0754349	2.66366
0.0778598	2.16577
0.0699596	2.06667
0.089867	2.46534
0.0820856	2.94465
0.0690473	2.07568
0.0839981	2.30743
0.0819441	2.25667
0.0773709	2.156
0.073538	2.09137
0.0841553	2.31143
0.0766094	2.14137
0.0687159	2.08346
0.0794753	2.19988
0.0810118	2.23463
0.0803521	2.21946
0.0757674	2.1261
0.0784277	2.7965
0.067995	2.15053
0.0897741	2.46272
0.0737486	2.09423
0.071209	2.06843
0.068283	2.21919
0.0723366	2.07727
0.0680006	2.15982
0.0762171	2.13413
0.0799896	2.21128
0.0805536	2.22406
0.0765962	2.14113
0.0680757	2.12315
0.0862123	2.36506
0.0680922	2.18857
0.0728288	2.08256
0.0681847	2.20502
0.0786185	2.18145
0.0848053	2.32812
0.0802889	2.21803
0.0722574	2.07649
0.0713346	2.06915
0.0815707	2.24776
0.079333	2.19677
0.0680269	2.13301
0.0680005	2.14345
0.0688965	2.28342
0.0893976	2.45216
0.0717092	2.07171
0.0895458	2.45631
0.0742933	2.10207
0.0760799	2.13165
0.0819158	2.25599
0.0717208	2.0718
0.0770903	2.15053
0.0825366	2.27102
0.0773032	2.15467
0.0706385	2.06628
0.0826041	2.27267
0.078569	2.18041
0.0684539	2.09316
0.0838368	2.30334
0.0749148	2.11174
0.068035	2.13095
0.0828106	2.27773
0.0813417	2.24235
0.0833348	2.29073
0.0836104	3.00296
0.070497	2.06606
0.0861458	2.36329
0.068666	2.26205
0.078648	2.18208
0.0737797	2.09466
0.0688204	2.08059
0.0687024	2.08387
0.0777708	2.16397
0.0680007	2.14335
0.0724503	2.07842
0.0680963	2.18942
0.0834531	2.29369
0.0693659	2.32196
0.0789223	2.18791
0.084217	2.313
0.0698314	2.06723
0.0687874	2.08145
0.0717255	2.07184
0.0700749	2.06633
0.089334	2.45038
0.0790468	2.19058
0.0686235	2.25784
0.0774112	2.1568
0.0711743	2.06825
0.0680267	2.17187
0.0769493	2.14781
0.0706482	2.0663
0.0887927	2.43529
0.0732981	2.08825
0.0679973	2.15679
0.0802212	2.21649
0.0772787	2.15419
0.0741256	2.09959
0.0706047	2.06621
0.0697835	2.06748
0.0734752	2.09054
0.0737835	2.09471
0.086122	3.09542
0.0848197	2.32849
0.0901461	2.47321
0.0679949	2.15094
0.0873664	2.3961
0.0809092	2.23225
0.0761809	2.13348
0.0787863	2.18501
0.0852807	2.34048
0.0740727	2.09882
0.07004	2.06642
0.0679982	2.15778
0.0851032	2.33585
0.0737858	2.09475
0.087345	2.39552
0.073696	2.09351
0.0693206	2.31846
0.0712861	2.06886
0.0703114	2.066
0.0872694	2.39347
0.0901711	2.47391
0.0727574	2.08174
0.0724255	2.51323
0.0842038	2.31267
0.0729048	2.08344
0.0683991	2.09583
0.076865	2.1462
0.0686113	2.08683
0.0773345	2.15529
0.0798845	2.20893
0.0808345	2.23052
0.0817319	2.25159
0.0681845	2.11036
0.0887383	2.43378
0.0802695	2.21759
0.0695233	2.06936
0.083574	2.29672
0.0750876	2.11456
0.0690295	2.07601
0.076707	2.14321
0.087391	2.39677
0.085869	2.35595
0.0804758	2.22228
0.0680011	2.16019
0.0685935	2.08747
0.068861	2.28026
0.0822236	2.26341
0.0691209	2.07439
0.0744652	2.61749
0.0751874	2.1162
0.0828615	2.27899
0.0875443	2.40094
0.0823576	2.26666
0.0771371	2.15143
0.0885725	2.42918
0.0682503	2.21473
0.0765138	2.13959
0.0751782	2.11605
0.0691573	2.07381
0.0849879	2.33285
0.0763075	2.13578
0.0795357	2.84278
0.0887258	2.43343
0.0680234	2.17076
0.0708738	2.06694
0.0816793	2.25034
0.0695893	2.0688
0.0790494	2.19063
0.0756451	2.12397
0.0788099	2.18551
0.0885747	2.42925
0.0873385	2.39534
0.0763332	2.13625
0.0867808	2.38027
0.0682123	2.10794
0.0762112	2.13403
0.0818335	2.25402
0.0687104	2.08363
0.0830283	2.98091
0.0727152	2.52876
0.0731291	2.08613
0.0746427	2.10742
0.0799232	2.2098
0.0825659	2.27173
0.0778349	2.16526
0.0701263	2.37635
0.0702754	2.06601
0.0825799	2.27207
0.081122	2.2372
0.0873368	2.3953
0.0827639	2.27658
0.0690143	2.29362
0.0712438	2.06862
0.0782159	2.17305
0.0700879	2.06629
0.075965	2.1296
0.0860785	2.3615
0.0684318	2.23744
0.0838359	2.30332
0.0779115	2.16682
0.0899448	2.46753
0.0730102	2.08469
0.0745217	2.10554
0.0734213	2.08983
0.0681812	2.20447
0.0687787	2.08168
0.0775907	2.16036
0.0697295	2.0678
0.0681493	2.19924
0.072472	2.07865
0.0701261	2.06621
0.0690422	2.07577
0.0851513	2.3371
0.06928	2.31528
0.0767203	2.14346
0.0692374	2.31191
0.0798546	2.85585
0.078144	2.78443
0.0817752	2.25263
0.088408	2.42464
0.0825955	2.96435
0.0683731	2.09721
0.0681686	2.11185
0.0739876	2.09759
0.0831301	2.28563
0.0844981	2.3202
0.0699355	2.06677
0.0723381	2.50849
0.068828	2.0804
0.0680254	2.17145
0.0680939	2.18893
0.089956	2.46784
0.0818265	2.25385
0.0690269	2.29468
0.0839665	2.30663
0.0849324	2.33141
0.0827833	2.27706
0.0783252	2.17532
0.071325	2.45128
0.0814977	2.24604
0.0894448	2.45348
0.072245	2.07637
0.0775197	2.15894
0.0763173	2.13596
0.0700467	2.0664
0.0824368	2.26858
0.0680278	2.17227
0.0875886	2.40215
0.0819672	2.25722
0.0723607	2.07751
0.0780231	2.16909
0.0858834	2.35633
0.0684123	2.09516
0.0836152	2.29776
0.0697434	2.06771
0.0792199	2.19432
0.0851696	2.33758
0.0764026	2.13753
0.0710239	2.06753
0.0693508	2.32079
0.0856116	2.34916
0.0723076	2.07698
0.0682668	2.10378
0.0728937	2.5382
0.0680482	2.12805
0.0750555	2.11403
0.0877316	2.40605
0.0749407	2.11216
0.0859445	2.35794
0.0734743	2.09053
0.0786719	2.18258
0.0756761	2.12451
0.0797932	2.2069
0.0691638	2.30601
0.0781867	2.17245
0.0725016	2.07896
0.0736429	2.09278
0.0723519	2.07742
0.0838035	2.3025
0.082596	2.27247
0.0883394	2.42275
0.069174	2.30683
0.071028	2.06755
0.0846787	2.32485
0.0780209	2.16905
0.0704847	2.06605
0.077636	2.16126
0.0759287	2.12895
0.0680368	2.13052
0.0758494	2.12755
0.0770679	2.15009
0.0696996	2.06799
0.0701985	2.06609
0.0741057	2.0993
0.0723684	2.07758
0.0801318	2.21448
0.0803017	2.21832
0.0860681	3.09347
0.0758889	2.12824
0.073207	2.0871
0.0803779	2.22005
0.0694766	2.33038
0.0752093	2.11657
0.0689765	2.07704
0.0731092	2.08588
0.0860783	2.36149
0.0854535	2.345
0.0812144	2.23936
